Global Rank,Institution,Country,Sector,Best Country Quartile
2055,Universitatsklinikum Frankfurt,DEU,Health,2
2057,Observatorio Nacional,BRA,Government,1
2057,Istituto Ortopedico Galeazzi,ITA,Health,1
2057,Sir Run Run Shaw Hospital,CHN,Health,1
2060,Instituto de Tecnologia Quimica,ESP,Government,1
2060,Max Planck Institut fur Physik Komplexer Systeme,DEU,Government,2
2062,Shell *,MUL,Companies,1
2062,"Shenyang Institute of Automation, Chinese Academy of Sciences",CHN,Government,1
2064,Hospital das Clinicas da Universidade Federal de Minas Gerais,BRA,Health,1
2065,Fujian Agriculture and Forestry University,CHN,Universities,1
2065,State Grid Jiangxi Electric Power Co,CHN,Government,1
2067,Rochester Institute of Technology *,USA,Universities,2
2068,UCSF Benioff Children's Hospital,USA,Health,2
2068,Universitatsklinikum Greifswald,DEU,Health,2
2068,Universita degli Studi del Piemonte Orientale Amedeo Avogadro,ITA,Universities,1
2071,Ministry of Health,ISR,Health,1
2072,"Saint Louis University, Saint Louis *",USA,Universities,2
2073,Hyundai Motor Group *,MUL,Companies,2
2074,Institut d'Investigacio Biomedica de Bellvitge,ESP,Health,1
2074,Guilin University of Electronic Technology,CHN,Universities,1
2074,Istituto di Biostrutture e Bioimmagini,ITA,Government,1
2074,Amity University *,IND,Universities,1
2078,Nencki Institute of Experimental Biology Polish Academy of Sciences,POL,Government,1
2078,Istituto di Scienza e Tecnologie dell'Informazione Alessandro Faedo,ITA,Government,1
2078,Max Planck Institut fur Kognitions und Neurowissenschaften,DEU,Government,1
2081,National Academy of Sciences of Ukraine *,UKR,Government,1
2081,Centre de Recherche en Acquisition et Traitement de l'Image pour la Sante,FRA,Government,1
2083,Institut Bergonie *,FRA,Government,1
2083,Scuola Superiore S. Anna di Studi Universitari e di Perfezionamento *,ITA,Universities,1
2085,Penn State Milton S. Hershey Medical Center,USA,Health,2
2085,Institut Guttmann *,ESP,Health,1
2087,University of Portsmouth,GBR,Universities,2
2087,Centre de Cooperation Internationale en Recherche Agronomique pour le Developpement *,FRA,Government,1
2087,McLean Hospital,USA,Health,2
2090,Instituto de Estructura de la Materia,ESP,Government,2
2091,George Institute for Global Health *,AUS,Health,1
2092,Universitatsklinikum Leipzig,DEU,Health,2
2092,Akershus University Hospital,NOR,Health,1
2092,Khalifa University *,ARE,Universities,1
2092,Danish Cancer Society,DNK,Health,2
2096,Academy of Athens,GRC,Government,1
2096,University of Shanghai for Science and Technology,CHN,Universities,1
2098,Westlake University,CHN,Universities,1
2098,Institut de Chimie Moleculaire de l'Universite de Bourgogne,FRA,Government,1
2098,"United Nations International Children's Emergency Fund, Switzerland",CHE,Non-Profit,1
2101,"Research Center for Eco-Environmental Sciences, Chinese Academy of Sciences",CHN,Government,1
2101,Korea Food Research Institute,KOR,Government,1
2103,National Institute of Chemistry Slovenia,SVN,Government,1
2104,Institut Catala d'Investigacio Quimica,ESP,Government,1
2104,Imagerie et Cerveau,FRA,Government,1
2106,Swedish Health Services,USA,Health,2
2106,Estacion Experimental del Zaidin,ESP,Government,2
2106,Sun Yat-sen University First Hospital,CHN,Health,1
2109,"Laboratoire des Sciences de l'Ingenieur, de l'Informatique et de l'Imagerie",FRA,Government,1
2109,Fundacion Ramon Areces *,ESP,Non-Profit,1
2111,Centre Hospitalier Universitaire de Bordeaux,FRA,Health,1
2112,"Indian Institute of Technology, Bombay *",IND,Universities,1
2113,Universita degli Studi di Siena,ITA,Universities,1
2114,Max Planck Institut fur Meteorologie,DEU,Government,1
2115,North University of China,CHN,Universities,1
2115,Kaiser Permanente Washington Health Research Institute,USA,Health,1
2115,Instituto de Ceramica y Vidrio,ESP,Government,2
2118,Henan Agricultural University,CHN,Universities,1
2118,Ministry of Health,SAU,Health,1
2120,Institut de Sciences des Materiaux de Mulhouse,FRA,Government,1
2121,European Space Agency *,MUL,Government,1
2122,The Ottawa Hospital *,CAN,Health,1
2122,Texas A&M University at Qatar,QAT,Universities,1
2124,Institute of Chemical Biology and Fundamental Medicine Russian Academy of Sciences,RUS,Government,1
2125,Institut Hospital del Mar d’Investigacions Mediques,ESP,Health,1
2126,European Centre for Disease Prevention and Control,SWE,Health,2
2126,National Institutes for Food and Drug Control *,CHN,Government,1
2128,Princess Alexandra Hospital,AUS,Health,2
2128,"Instituto Smithsonian de Investigaciones Tropicales, Panama",PAN,Government,1
2128,Deutsches Herzzentrum der Charite,DEU,Health,2
2131,National Cheng Kung University Hospital,TWN,Health,1
2132,Airlangga university,IDN,Universities,1
2132,Nanjing University of Chinese Medicine *,CHN,Universities,1
2134,Research Centre for Natural Sciences,HUN,Government,1
2134,Minnesota Department of Health,USA,Health,2
2136,The Open University,GBR,Universities,1
2137,First Affiliated Hospital of Xi'an Jiaotong University,CHN,Health,1
2138,Shanghai Artificial Intelligence Laboratory,CHN,Non-Profit,1
2138,"Indian Institute of Technology, Madras",IND,Universities,1
2140,South London and Maudsley NHS Foundation Trust,GBR,Health,1
2141,George Washington The School of Medicine & Health Sciences,USA,Health,2
2142,Institut de Chimie de Strasbourg,FRA,Government,1
2142,China State Shipbuilding Corp *,CHN,Government,1
2142,Coventry University,GBR,Universities,1
2145,Istituto di Informatica e Telematica,ITA,Government,1
2146,Smithsonian Conservation Biology Institute,USA,Government,1
2146,Japanese Foundation for Cancer Research,JPN,Health,1
2148,Agriculture Victoria *,AUS,Government,1
2149,Anhui Medical University *,CHN,Universities,1
2149,Sir Mortimer B. Davis Jewish General Hospital,CAN,Health,1
2151,Macau University of Science and Technology,MAC,Universities,2
2152,Fraunhofer Institut fur Angewandte Informationstechnik,DEU,Government,2
2153,Universidad de Castilla-La Mancha *,ESP,Universities,1
2153,National Kyushu Cancer Center,JPN,Health,1
2153,"Instituto Nacional de Investigaciones Forestales, Agricolas y Pecuarias",MEX,Government,1
2156,Saitama Cancer Center,JPN,Health,1
2156,Toulouse Biotechnology Institute,FRA,Government,1
2158,Smithsonian National Museum of Natural History,USA,Government,1
2158,Ecole Normale Superieure de Paris *,FRA,Universities,1
2160,Mount Sinai Beth Israel,USA,Health,1
2160,Carnegie Institution for Science *,USA,Non-Profit,1
2162,Graduate School of Public Health and Health Policy,USA,Universities,2
2163,Universiti Teknologi MARA,MYS,Universities,1
2164,Toronto Metropolitan University,CAN,Universities,2
2165,Changzhou University,CHN,Universities,1
2165,"Chang Gung Memorial Hospital, Kaohsiung",TWN,Health,1
2165,Tabriz University of Medical Sciences,IRN,Universities,1
2168,National Defense Medical Center,TWN,Health,1
2168,"University of Michigan, Dearborn",USA,Universities,1
2170,Central Arkansas Veterans Healthcare System,USA,Health,1
2171,Universidade Federal de Sao Paulo *,BRA,Universities,1
2171,Centrum Wiskunde & Informatica,NLD,Government,1
2173,Augusta University *,USA,Universities,2
2174,St Georges University of London,GBR,Universities,2
2174,Smithsonian Environmental Research Center,USA,Government,1
2176,Duy Tan University,VNM,Universities,1
2176,International Maize and Wheat Improvement Center,MUL,Non-Profit,1
2176,University of Tennessee Health Science Center,USA,Universities,2
2179,Fundacion Agencia Aragonesa para la Investigacion y Desarrollo,ESP,Government,1
2179,University of Akron,USA,Universities,1
2179,"Novartis Pharmaceuticals, United States",USA,Companies,1
2182,Wenzhou University,CHN,Universities,1
2183,University of Rhode Island,USA,Universities,2
2183,Illinois Institute of Technology,USA,Universities,1
2183,Rede D’Or Sao Luiz *,BRA,Health,1
2186,James Cook University *,AUS,Universities,2
2186,Hitachi Energy,MUL,Companies,2
2188,"Agence Nationale de la Securite Sanitaire de l'Alimentation, de l'Environnement et du Travail *",FRA,Health,1
2188,"IQVIA, United States",USA,Companies,2
2190,"Shaanxi Normal University, Xi'an",CHN,Universities,1
2191,Certara *,MUL,Companies,1
2191,Herzzentrum Leipzig,DEU,Health,1
2193,Deutsche Forschungszentrum fur Kunstliche Intelligenz,DEU,Government,1
2193,Hospital Israelita Albert Einstein,BRA,Health,1
2195,Saint Luke’s Mid America Heart Institute,USA,Health,1
2195,"Oklahoma State University, Stillwater *",USA,Universities,2
2197,Chongqing University of Education,CHN,Universities,1
2197,"Centro de Investigaciones Energeticas, Medioambientales y Tecnologicas",ESP,Government,1
2197,Zhongnan Hospital of Wuhan University,CHN,Health,1
2197,"Institute of Semiconductors, Chinese Academy of Sciences",CHN,Government,1
2201,Instituto de Agricultura Sostenible,ESP,Government,1
2201,Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,DEU,Non-Profit,1
2203,John Hunter Hospital,AUS,Health,1
2204,BYD Co *,MUL,Companies,2
2205,Tsinghua Shenzhen International Graduate School,CHN,Universities,1
2205,Odense University Hospital,DNK,Health,2
2205,Instituto de Investigacion Sanitaria Fundacion para la Investigacion del Hospital Clinico de Valencia - INCLIVA,ESP,Health,1
2208,National Energy Technology Laboratory,USA,Government,1
2209,"Hitachi Ltd, Japan",JPN,Companies,1
2210,Cha University *,KOR,Universities,1
2210,Instituto Nacional de Infectologia Evandro Chagas,BRA,Health,1
2212,"Montana State University, Bozeman",USA,Universities,2
2212,Sociedade Beneficente Israelita Brasileira Albert Einstein *,BRA,Non-Profit,1
2214,Instituto Politecnico Nacional,MEX,Universities,1
2214,Institute of Molecular Biology,DEU,Non-Profit,1
2214,"City University of New York, Hunter College",USA,Universities,2
2214,Istituto Scientifico Romagnolo per lo Studio e la Cura dei Tumori,ITA,Health,1
2218,Maccabi Health Care Services,ISR,Health,1
2219,University of North Texas,USA,Universities,2
2219,Instituto Gulbenkian de Medicina Molecular,PRT,Non-Profit,1
2221,University Hospitals Leicester NHS Trust,GBR,Health,2
2221,University of Crete,GRC,Universities,1
2223,Institut des Sciences Moleculaires,FRA,Government,1
2223,"World Bank, United States",USA,Non-Profit,1
2225,Northeast Forestry University,CHN,Universities,1
2226,Kwangwoon University,KOR,Universities,1
2226,Instituto Nacional de Tecnologia Agropecuaria *,ARG,Government,1
2228,Affiliated Jiangsu Cancer Hospital,CHN,Health,1
2229,Institut de Chimie et des Materiaux Paris-Est,FRA,Government,1
2230,Institute of High Performance Computing,SGP,Government,2
2230,Heidelberger Institut fur Theoretische Studien,DEU,Non-Profit,1
2232,"National University of Science and Technology, Islamabad",PAK,Universities,1
2232,Bundang Cha Medical Center,KOR,Health,1
2234,Ton Duc Thang University,VNM,Universities,1
2235,Institut de Recerca i Tecnologia Agroalimentaries Barcelona,ESP,Government,1
2236,National Computer Network Emergency Response Technical Team,CHN,Non-Profit,1
2236,Airbus SAS *,MUL,Companies,2
2238,Nicolaus Copernicus University,POL,Universities,1
2238,Empresa Brasileira de Pesquisa Agropecuaria *,BRA,Government,1
2240,"Endesa SA, Spain",ESP,Companies,2
2240,"University of Alabama, Tuscaloosa",USA,Universities,2
2240,Fraunhofer Institut fur Angewandte Optik und Feinmechanik,DEU,Government,1
2240,Deutsches Diabetes-Zentrum - Leibniz-Zentrum fur Diabetes-Forschung an der Heinrich-Heine-Universitat Dusseldorf,DEU,Government,2
2240,Hospital de Sant Joan de Deu de Esplugues de Llobregat,ESP,Health,2
2240,Institut Polytechnique de Grenoble *,FRA,Universities,1
2240,"Ministerio da Ciencia, Tecnologia e Inovacao, Brasil *",BRA,Government,1
2247,ESA Centre for Earth Observation,ITA,Government,1
2248,Chiba Cancer Center,JPN,Health,1
2248,Institut des Systemes Intelligents et de Robotique,FRA,Government,1
2250,Second Xiangya Hospital Affiliated to Central South University,CHN,Health,1
2251,Ministerio de Salud *,PER,Health,1
2252,Federal Reserve System *,USA,Government,1
2253,"Institut Charles Gerhardt, Institut de Chimie Moleculaire et des Materiaux de Montpellier",FRA,Government,1
2254,Information Technology University,PAK,Universities,1
2255,Institut National des Sciences Appliquees de Rennes *,FRA,Universities,1
2256,Boeing Co *,MUL,Companies,2
2257,Max Planck Institut fur biologische Intelligenz,DEU,Government,1
2258,Daegu Haany University,KOR,Universities,1
2259,Hallym University *,KOR,Universities,1
2260,Secretaria de Agricultura y Desarrollo Rural *,MEX,Government,1
2260,Institut de Recherche sur le Cancer de Lille *,FRA,Health,1
2262,Ministry of Public Health,THA,Health,1
2262,Animal and Plant Quarantine Agency,KOR,Government,1
2262,Shanghai Ninth People's Hospital,CHN,Health,1
2262,Laboratoire d'Informatique de Paris 6,FRA,Government,1
2262,Universitat Bremen *,DEU,Universities,1
2262,"Yantai Institute of Coastal Zone Research, Chinese Academy of Sciences",CHN,Government,1
2268,Libin Cardiovascular Institute,CAN,Health,2
2268,Laboratoire Interdisciplinaire de Physique,FRA,Government,1
2268,Washington Permanente Medical Group,USA,Health,1
2271,University of Greenwich,GBR,Universities,2
2272,Chung-Ho Memorial Hospital,TWN,Health,1
2272,Max Planck Institut fur Extraterrestrische Physik,DEU,Government,1
2274,Ankara University,TUR,Universities,1
2274,Instituto Nacional de Perinatologia Isidro Espinosa de los Reyes,MEX,Health,1
2274,Universidad Rey Juan Carlos *,ESP,Universities,2
2277,Universitatsklinikum Dusseldorf,DEU,Health,2
2277,Taipei City Hospital,TWN,Health,1
2279,Ospedale Policlinico San Martino,ITA,Health,2
2279,Sidra Medicine,QAT,Health,2
2279,Eusko Jaurlaritza Bizkaia,ESP,Government,1
2282,National Cancer Center,KOR,Health,1
2283,Simula Research Laboratory,NOR,Government,1
2284,National Institute of Information and Communications Technology,JPN,Government,1
2284,Hospital for Special Surgery,USA,Health,2
2286,Complejo Asistencial Universitario de Salamanca,ESP,Health,1
2286,Ministry of Science and Higher Education *,RUS,Government,1
2286,Iran University of Medical Sciences *,IRN,Universities,1
2289,Universite Clermont-Auvergne,FRA,Universities,1
2289,Public Health Ontario,CAN,Health,1
2291,Leibniz Institut fur Pflanzengenetik und Kulturpflanzenforchung,DEU,Government,1
2291,Istituto Oncologico Veneto,ITA,Health,1
2291,Institut National de Physique Nucleaire et de Physique des Particules,FRA,Government,1
2291,Food and Agriculture Organization of the United Nations,MUL,Non-Profit,1
2291,University of Oklahoma Health Sciences Center,USA,Universities,2
2296,New South Wales Department of Primary Industries *,AUS,Government,1
2296,"State University of New York, Albany",USA,Universities,2
2296,Seguro Social de Salud *,PER,Health,1
2299,University of Patras,GRC,Universities,1
2300,American Heart Association,USA,Non-Profit,2
2300,Universite du Quebec en Montreal,CAN,Universities,1
2302,Tashkent Institute of Irrigation and Agricultural Mechanization Engineers,UZB,Universities,1
2303,International Rice Research Institute Filipinas,PHL,Non-Profit,1
2304,Ministry of Ecology and Environment *,CHN,Government,1
2304,Bureau of Meteorology *,AUS,Government,1
2304,The University of Hull *,GBR,Universities,2
2304,Children's Healthcare of Atlanta,USA,Health,2
2308,Institute of Physiology of the ASCR,CZE,Government,1
2308,Korea Institute of Toxicology,KOR,Health,1
2308,Universite Sorbonne-Paris-Nord *,FRA,Universities,1
2308,Universitat Rostock *,DEU,Universities,2
2312,Istituto Auxologico Italiano IRCCS,ITA,Health,1
2312,Leibniz-Institut fur Analytische Wissenschaften,DEU,Government,1
2312,Instituto IMDEA Materiales,ESP,Government,1
2315,Fondazione IRCCS Policlinico San Matteo,ITA,Health,2
2315,Universitat Bielefeld,DEU,Universities,2
2315,Instituto Nacional de Pesquisas da Amazonia,BRA,Government,1
2315,Deutsches Institut fur Ernahrungsforschung Potsdam-Rehbrucke,DEU,Government,2
2319,Montreal Heart Institute,CAN,Health,2
2319,"University of Maryland, Baltimore County",USA,Universities,2
2321,Universidade de Vigo *,ESP,Universities,2
2321,Doheny Eye Institute,USA,Health,1
2323,Poznan University of Medical Sciences,POL,Universities,1
